ROI,Feature,CN vs MCI p,CN vs MCI FDR p,CN vs MCI effect,CN vs MCI test,MCI vs AD p,MCI vs AD FDR p,MCI vs AD effect,MCI vs AD test,CN vs AD p,CN vs AD FDR p,CN vs AD effect,CN vs AD test,Trend,Effect Size,FDR p
Wernicke,surface_to_volume_ratio,0.20806244620945036,0.3524924300559026,0.3142857142857143,mann_whitney_u,0.37967491795590713,0.5094777079683371,-0.4429004192652167,students_t,0.7180598555211559,0.7736003968321846,-0.11904761904761907,mann_whitney_u,increase,-0.11904761904761907,0.7736003968321846
Wernicke,atrophy_index,,,,insufficient_data,,,,insufficient_data,,,,insufficient_data,,,
Insula,voxel_count,0.34851393481510873,0.4960599802112861,-0.23571428571428577,mann_whitney_u,0.21569171921497327,0.3534444138396621,-0.6331008859999376,students_t,0.07607024019316908,0.2004553626711888,-0.5238095238095237,mann_whitney_u,decrease,-0.5238095238095237,0.2004553626711888
Insula,brain_volume_mm3,0.34851393481510873,0.4960599802112861,-0.23571428571428577,mann_whitney_u,0.21569171921497327,0.3534444138396621,-0.6331008859999376,students_t,0.07607024019316908,0.2004553626711888,-0.5238095238095237,mann_whitney_u,decrease,-0.5238095238095237,0.2004553626711888
Insula,gm_volume_mm3,0.3854487891122774,0.5094777079683371,-0.3540006213908303,students_t,0.043863902144928926,0.1514772933146394,-1.0813411773834023,students_t,0.0019728277382029804,0.02459580323357413,-1.690169906251043,students_t,decrease,-1.690169906251043,0.02459580323357413
Insula,mean_intensity,0.592274540218469,0.6754007914772016,0.21725673764394846,students_t,0.03242795250410865,0.12398923016276835,-1.15917832807806,students_t,0.05782095995921013,0.1734628798776304,-0.9469299066516202,students_t,decrease,-0.9469299066516202,0.1734628798776304
Insula,std_intensity,0.546086419643948,0.6614090175811793,0.24510062588901133,students_t,0.1920571685883602,0.33142608738699325,-0.6691983090543908,students_t,0.5250504674605131,0.6399052572175004,-0.3029163111323691,students_t,decrease,-0.3029163111323691,0.6399052572175004
Insula,skewness,0.5871369375024041,0.6754007914772016,-0.2507431086577364,welch_t,0.005648611228905867,0.03911053134297169,1.5937769208401313,students_t,0.0001819079309835209,0.02459580323357413,2.1923698479052804,students_t,increase,2.1923698479052804,0.02459580323357413
Insula,kurtosis,0.6686836920309365,0.7346834494862815,-0.1734024234237747,students_t,0.005259874125292062,0.03911053134297169,1.6112735400432525,students_t,0.02713879028783547,0.1102513355443316,1.9064095873035636,welch_t,increase,1.9064095873035636,0.1102513355443316
Insula,entropy,0.37829482068359443,0.5094777079683371,-0.3594572009619237,students_t,0.06717463559378292,0.19263314618805397,-0.9688220311302966,students_t,0.05894020050264855,0.174141501485098,-1.552587053734942,welch_t,decrease,-1.552587053734942,0.174141501485098
Insula,surface_area_vox,0.37687140482025383,0.5094777079683371,-0.360550960792585,students_t,0.053788363787021704,0.16917307965272954,1.0279427294194239,students_t,0.38095792587431065,0.5094777079683371,0.4197389723751003,students_t,increase,0.4197389723751003,0.5094777079683371
Insula,cortical_thickness_mm,0.6813054874371691,0.7422043019566926,-0.1071428571428572,mann_whitney_u,0.014602127150942133,0.07909485540093655,-1.3597722026310473,students_t,0.07573905798648221,0.2004553626711888,-0.5238095238095237,mann_whitney_u,decrease,-0.5238095238095237,0.2004553626711888
Insula,gm_fraction,0.38127700609484005,0.5094777079683371,-0.357174425935114,students_t,0.04427797804581767,0.1514772933146394,-1.078897528813028,students_t,0.023452671535645522,0.09730363722235909,-1.806840983826515,welch_t,decrease,-1.806840983826515,0.09730363722235909
Insula,normalized_volume,0.1711810053560833,0.29803835753960933,-0.5655074894187462,students_t,0.15665058621414374,0.2881779652052644,0.7307773755343698,students_t,0.9522984976116448,0.9572072527539728,0.01989963567456909,welch_t,increase,0.01989963567456909,0.9572072527539728
Insula,surface_to_volume_ratio,0.6605492052016728,0.7318584943995806,0.11428571428571432,mann_whitney_u,0.01663044473995741,0.08315222369978705,1.3274331908131725,students_t,0.07574819401444788,0.2004553626711888,0.5238095238095238,mann_whitney_u,increase,0.5238095238095238,0.2004553626711888
Insula,atrophy_index,,,,insufficient_data,,,,insufficient_data,,,,insufficient_data,,,
IFG,voxel_count,0.11951935980591892,0.245329212233202,-0.5932602906021367,welch_t,0.0031873373290110577,0.028251399052598013,-1.7342647370343374,students_t,0.0022453747114761307,0.02459580323357413,-1.662978426510985,students_t,decrease,-1.662978426510985,0.02459580323357413
IFG,brain_volume_mm3,0.11951935980591892,0.245329212233202,-0.5932602906021367,welch_t,0.0031873373290110577,0.028251399052598013,-1.7342647370343374,students_t,0.0022453747114761307,0.02459580323357413,-1.662978426510985,students_t,decrease,-1.662978426510985,0.02459580323357413
IFG,gm_volume_mm3,0.1327062239651737,0.25877713673208874,-0.571446524516415,welch_t,0.003105075857222482,0.028251399052598013,-1.7406940207864425,students_t,0.0004399084240028291,0.02459580323357413,-1.6370335988925306,welch_t,decrease,-1.6370335988925306,0.02459580323357413
IFG,mean_intensity,0.4685425654167569,0.5932844172484908,-0.2948711537816775,students_t,0.005619476589619766,0.03911053134297169,-1.5950459107852848,students_t,0.00581643799459579,0.03911053134297169,-1.4616509474711175,students_t,decrease,-1.4616509474711175,0.03911053134297169
IFG,std_intensity,0.14540750763685692,0.2733113138304146,0.6034297191946487,students_t,0.9886142603880933,0.9886142603880934,0.007092694868045383,students_t,0.29665930749689445,0.4415920989457589,0.5022908976425932,students_t,increase,0.5022908976425932,0.4415920989457589
IFG,skewness,0.8376197722836831,0.8734537732369958,0.05714285714285716,mann_whitney_u,0.02247752247752248,0.09730363722235909,0.7,mann_whitney_u,0.015455060152932534,0.08145234404923903,1.2500363573080786,students_t,increase,1.2500363573080786,0.08145234404923903
IFG,kurtosis,0.0008464598961439974,0.02459580323357413,-1.543391170368006,students_t,0.11027373951085438,0.24495071752036673,0.832433890000764,students_t,0.23961597594602313,0.38615797776425215,-0.56837190184918,students_t,decrease,-0.56837190184918,0.38615797776425215
IFG,entropy,0.7558281355846681,0.7966837104811366,0.125872665726208,students_t,0.007714013392139845,0.04852363262797645,-1.51725812365398,students_t,0.004459352397277747,0.03666977725125494,-1.5181661141387133,students_t,decrease,-1.5181661141387133,0.03666977725125494
IFG,surface_area_vox,0.0021114910066705956,0.02459580323357413,-0.7571428571428571,mann_whitney_u,0.5526054347175386,0.6651732084562966,-0.3765328565421893,welch_t,0.05067079463364293,0.16468008255933952,-0.5714285714285714,mann_whitney_u,decrease,-0.5714285714285714,0.16468008255933952
IFG,cortical_thickness_mm,0.27838420194465596,0.4245788011674869,-0.27142857142857135,mann_whitney_u,0.002477222774750201,0.025424128477699433,-1.7963050428926022,students_t,0.02321552750878563,0.09730363722235909,-0.6666666666666667,mann_whitney_u,decrease,-0.6666666666666667,0.09730363722235909
IFG,gm_fraction,0.16328709349189938,0.29225119793156207,-0.5297324208905785,welch_t,0.010989010989010988,0.061224489795918366,-0.7666666666666666,mann_whitney_u,0.0022703818369453044,0.02459580323357413,-0.8333333333333333,mann_whitney_u,decrease,-0.8333333333333333,0.02459580323357413
IFG,normalized_volume,0.1457660340428878,0.2733113138304146,-0.6028659907081532,students_t,0.24264345875915094,0.38783175785274127,0.5956078962642716,students_t,0.6482351062880797,0.7274477128517473,-0.150430903190826,welch_t,decrease,-0.150430903190826,0.7274477128517473
IFG,surface_to_volume_ratio,0.27869787974070936,0.4245788011674869,0.27142857142857146,mann_whitney_u,0.0021893106280899675,0.02459580323357413,1.8267802442553691,students_t,0.02002063983488132,0.09248995155021965,0.6666666666666667,mann_whitney_u,increase,0.6666666666666667,0.09248995155021965
IFG,atrophy_index,,,,insufficient_data,,,,insufficient_data,,,,insufficient_data,,,
STG,voxel_count,0.08983564345679357,0.2162709935070956,-0.7093443889440442,students_t,0.38345015704108587,0.5094777079683371,0.43930328193192053,students_t,0.47482110360022156,0.593526379500277,-0.3411238605809695,students_t,decrease,-0.3411238605809695,0.593526379500277
STG,brain_volume_mm3,0.08983564345679357,0.2162709935070956,-0.7093443889440442,students_t,0.38345015704108587,0.5094777079683371,0.43930328193192053,students_t,0.47482110360022156,0.593526379500277,-0.3411238605809695,students_t,decrease,-0.3411238605809695,0.593526379500277
STG,gm_volume_mm3,0.039309765206528756,0.1463518771100683,-0.8759981058002064,students_t,0.08507872613122101,0.21168422672858828,0.9046849614014507,students_t,0.9362303867764906,0.9459322560695113,0.03791674764837516,students_t,increase,0.03791674764837516,0.9459322560695113
STG,mean_intensity,0.04981383253425684,0.1646389380369506,-0.48571428571428577,mann_whitney_u,0.031218781218781223,0.12175324675324678,0.6666666666666667,mann_whitney_u,0.6440877321881638,0.7274477128517473,0.21958715971210294,students_t,increase,0.21958715971210294,0.7274477128517473
STG,std_intensity,0.6880194973783369,0.7453544554931983,0.1626596513901066,students_t,0.31067706562351005,0.4589547560347308,0.5135550741831886,students_t,0.2513483674520738,0.3970534532572913,0.5538849629628291,students_t,increase,0.5538849629628291,0.3970534532572913
STG,skewness,0.09228553952319918,0.2194595147198029,0.7036303274449167,students_t,0.08172087818463361,0.2086961099694829,-0.9157193977037088,students_t,0.3998525202084833,0.5198082762710282,-0.40299194832076224,students_t,decrease,-0.40299194832076224,0.5198082762710282
STG,kurtosis,0.270966043709561,0.41935221050289206,0.4514212823194298,students_t,0.11031567760126783,0.24495071752036673,-0.8323263637343115,students_t,0.3306548072258617,0.4811767717092763,-0.467243224734338,students_t,decrease,-0.467243224734338,0.4811767717092763
STG,entropy,0.740955003466522,0.7895127983444014,-0.1338360986326362,students_t,0.06358130589462348,0.18505006939479968,0.9835474011234346,students_t,0.23154099094669475,0.37625411028837896,0.5786608558381499,students_t,increase,0.5786608558381499,0.37625411028837896
STG,surface_area_vox,0.26472008539523767,0.4129633332165708,0.4575237434905796,students_t,0.5128057834955044,0.6289127533435431,0.2831348950956864,welch_t,0.11024913376547066,0.24495071752036673,0.7850719110790341,students_t,increase,0.7850719110790341,0.24495071752036673
STG,cortical_thickness_mm,0.02039522008543305,0.09248995155021965,-0.9991531419573633,students_t,0.6578684447933039,0.7318584943995806,0.2209055370144737,students_t,0.126403693106092,0.2515175526090606,-0.7489937055925691,students_t,decrease,-0.7489937055925691,0.2515175526090606
STG,gm_fraction,0.041223707839429864,0.1463518771100683,-0.8668074531966578,students_t,0.08240820752641119,0.2086961099694829,0.913427983826954,students_t,0.8430455800939002,0.8744355750973966,0.09387727080545577,students_t,increase,0.09387727080545577,0.8744355750973966
STG,normalized_volume,0.15476906040530553,0.2874282550384245,-0.5890680669608281,students_t,0.11827362856806055,0.245329212233202,0.812541735293464,students_t,0.8902671119079484,0.9136951938002628,0.04560897352247333,welch_t,increase,0.04560897352247333,0.9136951938002628
STG,surface_to_volume_ratio,0.02129162644018709,0.09436061717810187,0.9912670844980226,students_t,0.6706341231208108,0.7346834494862815,-0.21207657836250007,students_t,0.1235980759698818,0.2510585918138224,0.7549670765982639,students_t,increase,0.7549670765982639,0.2510585918138224
STG,atrophy_index,,,,insufficient_data,,,,insufficient_data,,,,insufficient_data,,,
